Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,52.25092315673828,56.87352079210541,43.1875167592935,46.64148069529059,855215656
1,2007-10-08,49.576053619384766,54.016862537626224,49.26441654631749,54.016862537626224,126671715
2,2007-10-09,52.95210647583008,53.41955856155875,46.92714891334015,49.60202027946315,116725709
3,2007-10-10,53.445526123046875,54.53625229612375,52.97807406164678,54.328493084779,67931378
4,2007-10-11,59.41854476928711,62.32714565110846,52.97807591685675,62.32714565110846,106320954
5,2007-10-12,59.02899932861328,61.23641853894796,57.65260993581821,58.172002691191075,99410791
6,2007-10-15,59.8080940246582,60.61315709719729,59.28870122097458,60.249579316732444,41814972
7,2007-10-16,65.91094970703125,66.949742205277,59.470481304081716,59.88599266760825,138614496
8,2007-10-17,71.05294799804688,72.71500060587947,55.10758390026759,59.2107888242532,204876259
9,2007-10-18,68.55986022949219,77.62326694998494,65.6252924665311,72.1956096460106,146617799
10,2007-10-19,68.32614135742188,71.10489425454602,64.92411428057643,67.00168548669308,110266491
11,2007-10-22,67.41719818115234,69.52073602931264,65.18380509901479,66.94974610875174,72253405
12,2007-10-23,72.22157287597656,72.87081374760295,69.07924283047626,69.07924283047626,74594921
13,2007-10-24,71.10489654541016,74.53289055488919,70.29983345027293,73.75379428277871,63055170
14,2007-10-25,70.94905853271484,72.61111799562181,62.664742124801464,68.68969887194625,34522489
15,2007-10-26,73.07857513427734,74.2472087946232,70.24788189466473,72.19560466190785,62370025
16,2007-10-29,74.55885314941406,76.35076108868225,73.90961216340611,74.27318993345679,43657697
17,2007-10-30,76.22090911865234,78.27250630605695,73.33827505663403,75.5716681647809,79921711
18,2007-10-31,77.8050537109375,79.51905404459195,76.35075680182024,76.61045318164226,44655368
19,2007-11-01,76.0650863647461,80.32410980093823,75.44181928157917,79.72680953780174,50632492
20,2007-11-02,77.44147491455078,77.90893402768407,72.71499945673308,73.31230675802226,32001693
21,2007-11-05,79.02562713623047,80.76559426864995,76.92208225863136,77.38954137235233,38833135
22,2007-11-06,80.06441497802734,85.1284944701781,78.97368875539027,80.402018868561,81880281
23,2007-11-07,78.89578247070312,82.68734692103388,77.12984843965475,81.54468703963336,33593141
24,2007-11-08,77.54535675048828,79.64890163812531,75.83136347438267,76.87014898589277,27990521
25,2007-11-12,79.41516876220703,80.81753196204139,73.1564820900157,75.20808620741879,35153735
26,2007-11-13,81.31095123291016,82.94703694429585,78.1945948132365,80.7655916773532,43830531
27,2007-11-14,80.24620056152344,83.88194979124285,79.83068213701222,82.73928292973075,36738579
28,2007-11-15,81.59662628173828,83.0249563917401,80.06441480039568,81.7524412940342,29242252
29,2007-11-16,81.02528381347656,82.86912511425508,80.09037270957865,81.23303948832684,18895294
30,2007-11-19,83.9598617553711,86.99831089630602,82.24586841674902,82.86913551955915,40716718
31,2007-11-20,82.661376953125,85.95952236707782,81.64855825968476,83.62225496195276,26342171
32,2007-11-21,76.22090911865234,83.6482228130555,74.37706058282834,83.15480391494233,26814499
33,2007-11-22,73.59796905517578,78.4802665059787,70.40370507449748,75.41584366715539,34096185
34,2007-11-23,78.48026275634766,78.94771479672264,74.06541757918617,78.4283220752583,27664090
35,2007-11-26,79.1035385131836,81.38886533054689,78.48027140556565,81.38886533054689,20159123
36,2007-11-27,77.15580749511719,80.4539527026852,76.35075159050403,80.4539527026852,20573198
37,2007-11-28,76.01314544677734,79.20741653647964,75.49375269004072,78.84383878887796,16435311
38,2007-11-29,73.9615478515625,78.32444557366883,73.00066984828123,77.90893418859778,25530967
39,2007-11-30,76.81819915771484,77.28565117331063,74.27317636639182,75.31196175425545,18437721
40,2007-12-03,77.90894317626953,78.86982129039887,77.15582077864266,77.75312110535575,16851227
41,2007-12-04,76.89611053466797,79.07756277718956,76.32477713355854,78.42832187700036,14008727
42,2007-12-05,79.96053314208984,80.24620338989415,76.8701504147332,77.02596542646992,27725290
43,2007-12-06,78.48026275634766,82.92106770698186,77.46744413160636,81.70049340259774,24104710
44,2007-12-07,78.14266204833984,80.09038500798647,76.74030574422362,78.97369192006552,11742386
45,2007-12-10,78.22056579589844,79.18143668746873,77.2077471789224,78.89577351073939,8330010
46,2007-12-11,77.85700225830078,79.36324000443418,77.46745764922925,78.92175470520993,11685950
47,2007-12-12,77.8050537109375,78.5062353454,76.35075680182024,76.87014956146429,16342131
48,2007-12-13,76.50657653808594,78.94772547710306,76.2209133205207,77.90893989364311,14620172
49,2007-12-14,75.75344848632812,76.9480560444722,75.36390392176888,76.24687441932254,10991851
50,2007-12-17,71.18280029296875,76.61045777452956,70.11804084503576,76.19493931507441,19355678
51,2007-12-18,70.87116241455078,73.23439676821395,68.66374307848817,70.37773645095646,21607783
52,2007-12-19,69.57267761230469,73.77976040766359,68.97537734292943,73.15648627327145,19526912
53,2007-12-20,68.87149810791016,71.0529506012115,68.55986103105062,70.48161713442158,17105204
54,2007-12-24,70.97503662109375,72.09172958702213,69.33894387795227,69.91027729264336,16711519
55,2007-12-26,73.1305160522461,74.01348652745575,71.36458214654165,71.36458214654165,20930094
56,2007-12-27,73.64991760253906,75.67554812036943,73.02664342256861,74.63676251689583,44565277
57,2007-12-28,74.22125244140625,74.53288953705146,72.71500765324038,73.49409686999547,18354518
58,2007-12-31,74.76660919189453,75.2080944733065,73.85767180739985,74.79258305828088,11982308
59,2008-01-01,76.14299774169922,76.84417941004538,74.45497119128444,75.1561528596306,16687746
60,2008-01-02,75.72747802734375,76.71432280119272,74.61078507154846,76.14298939168604,13437280
61,2008-01-03,78.84384155273438,79.15547862664376,74.35109545841327,75.26003281456498,31815218
62,2008-01-04,78.42832946777344,81.0252933198803,77.90893669735206,79.98650777903757,28011310
63,2008-01-07,77.77908325195312,79.57098396206206,76.94805346645929,77.93489825467049,15858063
64,2008-01-08,75.13018035888672,78.94771844710785,74.22124305429668,77.85699227265681,13282666
65,2008-01-09,73.93557739257812,75.54569641214314,73.75378851146804,75.20809251563324,13113527
66,2008-01-10,72.16963195800781,76.35074738424684,71.6762060793221,74.27317660193108,18023003
67,2008-01-11,73.26036834716797,73.96154999391128,70.37773425382663,73.15648697553367,11629440
68,2008-01-14,74.37706756591797,75.15615678371057,72.22158880563497,73.39022263232386,10264240
69,2008-01-15,72.1176986694336,75.88329609824302,71.52039841725511,75.57166608473426,11558334
70,2008-01-16,70.63743591308594,72.19561433566655,68.84553495394772,71.5983140159538,14834065
71,2008-01-17,72.53321838378906,74.14333734261837,69.3908879708916,70.89712556022928,16169395
72,2008-01-18,69.15715789794922,72.01381775487839,68.5598506557289,71.93590321391791,13254156
73,2008-01-21,57.392913818359375,68.55985810950848,49.99156349837973,68.55985810950848,33202389
74,2008-01-22,51.62765121459961,54.536251977577116,41.006066827069716,51.731529058486494,58755707
75,2008-01-23,57.392913818359375,59.60033303870281,52.45868261994466,52.45868261994466,28425991
76,2008-01-24,57.52275848388672,61.59999279121783,54.79594667286278,60.48329983945573,29911930
77,2008-01-25,60.48330307006836,60.76896626669082,58.042154310018866,60.24957351303902,12550722
78,2008-01-28,61.13254165649414,61.59999370782527,54.79594748822607,59.65227095668322,13601109
79,2008-01-29,60.11972427368164,62.171328432628485,59.21078697068,61.28835794896948,7679877
80,2008-01-30,56.795616149902344,60.50927312832484,56.042493798914045,60.24957673759998,9016102
81,2008-01-31,53.08195114135742,57.54873009144553,52.45868056101796,57.39291156577131,41538563
82,2008-02-01,54.92579650878906,55.31534106495473,53.49746646951495,53.99088886951997,9089201
83,2008-02-04,57.75648880004883,58.4317000984018,55.9645844669119,55.9645844669119,12009385
84,2008-02-05,59.54838943481445,60.327478533213856,56.61382190645298,57.860363054949076,14593303
85,2008-02-06,59.02899932861328,59.73018095730967,55.73085744541012,57.912306313504644,12429218
86,2008-02-07,56.25025177001953,60.22360857288286,55.88667753558726,58.223944999968865,11300078
87,2008-02-08,54.79595184326172,57.0812786439571,53.7831331142858,56.61382655547413,13514197
88,2008-02-11,50.926475524902344,55.57504392226387,50.381112378145964,55.57504392226387,15133331
89,2008-02-12,50.01753616333008,52.79628895515013,49.6020212333816,52.45868505589322,10237627
90,2008-02-13,49.29038619995117,51.54974261983129,48.27757101018714,50.90050166198799,10395753
91,2008-02-14,53.60134506225586,54.14670815297893,50.38110720174152,50.38110720174152,12514003
92,2008-02-15,55.13355255126953,55.575037793374705,51.96525539845679,53.39358544692266,12080990
93,2008-02-18,54.82191467285156,56.38009640652044,54.3544626184011,56.38009640652044,6977153
94,2008-02-19,54.22461700439453,55.93861382255277,53.809102090544414,55.80876563212196,7226542
95,2008-02-20,52.87419509887695,53.731195280219815,52.27689482411242,53.705224937326214,5604999
96,2008-02-21,53.23777389526367,54.14671125780228,52.588532922021805,53.731196330455944,3874365
97,2008-02-22,52.56256103515625,52.90016492238543,50.926471717214795,51.47183482319528,2691220
98,2008-02-25,53.004051208496094,53.65329226602856,51.73153944020411,53.18584011354845,6270186
99,2008-02-26,53.2118034362793,53.96492225913244,52.95210704754665,53.497470168356756,7139423
100,2008-02-27,56.328155517578125,59.106904537492554,53.990888209170656,53.990888209170656,43223132
101,2008-02-28,57.91230392456055,58.35378915735877,56.09442935574478,56.87351845666582,35763847
